ITEM: TIMESTEP
4080000
ITEM: NUMBER OF ATOMS
9276
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 5.0000000000000000e+01
0.0000000000000000e+00 5.0000000000000000e+01
0.0000000000000000e+00 5.0000000000000000e+01
ITEM: ATOMS id type q x y z 
2387 3 -0.868942 41.5464 11.0423 15.8913 
2388 3 -0.703892 2.56759 27.8207 32.178 
2389 4 1.51102 44.1786 25.9568 10.0919 
2390 3 -0.892967 2.31074 4.27177 26.602 
2391 3 -0.781993 39.7357 1.23073 32.033 
2392 4 1.59005 30.4391 47.9166 36.1287 
2393 3 -0.767515 13.9737 17.3719 23.0341 
2394 3 -0.6835 14.9806 21.0033 34.8468 
2395 4 1.49176 0.0357879 30.3366 12.7987 
2396 3 -0.800228 27.2009 3.75058 7.98541 
2397 3 -0.766372 42.1499 13.4154 24.1997 
2398 4 1.45925 41.8463 26.6299 36.0231 
2399 3 -0.712268 31.5759 36.8814 3.77009 
2400 3 -0.775502 9.40861 28.1856 17.6891 
2401 4 1.78561 27.2438 42.197 47.1564 
2402 3 -0.746638 0.519846 25.6155 20.0263 
2403 3 -0.84568 20.0469 27.0583 37.4117 
2404 4 1.60146 3.94982 48.0407 32.6867 
2405 3 -0.893449 43.4935 41.1488 19.6386 
2406 3 -0.803178 35.4261 0.172751 31.7804 
2407 4 1.56253 40.0924 28.8451 23.2792 
2408 3 -0.766705 19.9947 21.1816 38.3048 
2409 3 -0.836882 9.9199 3.19438 31.9563 
2410 4 1.51388 6.94484 9.15377 10.1089 
2411 3 -0.762269 3.32481 12.7744 27.9458 
2412 3 -0.793202 11.5975 43.9109 4.82729 
2413 4 1.59515 1.26328 45.4351 41.5298 
2414 3 -0.819419 16.1234 10.0334 35.6976 
2415 3 -0.752157 46.5811 37.1328 39.1652 
2416 4 1.52657 40.0782 47.2354 31.0025 
2417 3 -0.811325 3.38651 44.7258 24.0089 
2418 3 -0.76789 41.7925 12.6992 46.2885 
2419 4 1.63153 18.8279 31.2686 33.0943 
2420 3 -0.836857 14.0032 26.3702 1.42554 
2421 3 -0.819529 34.207 12.7238 22.3604 
2422 4 1.73742 28.7816 9.9571 5.4848 
2423 3 -0.663772 16.8944 6.8823 17.98 
2424 3 -0.801332 20.7003 21.3898 17.6668 
2425 4 1.50212 4.13104 46.8005 11.9953 
2426 3 -0.730338 29.2679 3.5173 15.3003 
2427 3 -0.858507 15.2541 29.7524 39.5779 
2428 4 1.61346 48.4297 4.25393 18.0089 
2429 3 -0.852632 23.8839 43.0655 8.46716 
2430 3 -0.659993 24.8937 22.0829 41.4088 
2431 4 1.62076 38.0221 41.5722 36.5122 
2432 3 -0.780845 11.1313 39.8757 13.9258 
2433 3 -0.853555 34.1407 24.7636 42.6043 
2434 4 1.49788 15.4035 12.6076 25.6226 
2435 3 -0.936452 1.55538 47.8111 2.09222 
2436 3 -0.75421 45.5352 33.8666 5.9743 
2437 4 1.49417 47.9182 35.0692 14.9601 
2438 3 -0.74916 10.7043 36.667 14.4196 
2439 3 -0.732735 19.9146 30.498 25.5345 
2440 4 1.57076 21.155 26.8687 24.036 
2441 3 -0.845274 40.378 4.22952 0.562421 
2442 3 -0.782007 45.2335 2.71927 0.717759 
2443 4 1.63797 9.29645 8.34261 24.5608 
2444 3 -0.793258 21.4841 5.27109 10.983 
2445 3 -0.827626 26.9851 26.987 4.12906 
2446 4 1.39035 33.2572 30.8215 38.3973 
2447 3 -0.862431 45.6055 16.3386 29.7995 
2448 3 -0.777928 29.115 9.19315 27.2585 
2449 4 1.61534 19.2076 38.562 21.8756 
2450 3 -0.844063 49.7598 14.1036 46.22 
2451 3 -0.63813 4.65358 48.5919 47.0286 
2452 4 1.39841 5.82943 24.2292 36.6099 
2453 3 -0.690808 30.4829 28.1376 31.6591 
2454 3 -0.830151 31.0199 18.8633 14.8478 
2455 4 1.5359 22.8755 30.4572 29.498 
2456 3 -0.848415 5.68935 26.2087 23.5392 
2457 3 -0.924158 42.0258 24.633 7.13694 
2458 4 1.66603 43.7472 7.72936 16.3472 
2459 3 -0.763999 21.6242 26.5662 39.5816 
2460 3 -0.812562 40.4403 16.7074 32.9746 
2461 4 1.71751 28.3474 7.16949 6.49327 
2462 3 -0.8341 47.6242 46.9165 9.64776 
2463 3 -0.816533 14.6867 20.0174 41.9073 
2464 4 1.57047 5.47378 30.7647 21.7332 
2465 3 -0.87921 30.6453 40.2162 47.4501 
2466 3 -0.785174 23.1168 1.68394 13.4397 
2467 4 1.60859 43.754 20.7658 21.0808 
2468 3 -0.746476 48.8545 45.9936 28.5911 
2469 3 -0.846239 27.025 17.7393 44.7066 
2470 4 1.69362 5.17433 8.02737 34.3672 
2471 3 -0.726881 38.7838 5.57674 48.4963 
2472 3 -0.790984 36.7074 0.488378 42.2006 
2473 4 1.6214 43.0849 20.8103 0.203442 
2474 3 -0.799838 27.0877 38.3108 43.2253 
2475 3 -0.767115 48.0839 19.1373 15.9344 
2476 4 1.29154 30.8746 49.1093 16.625 
2477 3 -0.774597 17.4425 31.1715 40.0154 
2478 3 -0.818996 18.0289 34.423 39.5105 
2479 4 1.55413 7.51914 20.3962 34.3221 
2480 3 -0.745553 43.2412 42.8842 41.1566 
2481 3 -0.781789 5.9066 38.05 31.1561 
2482 4 1.4058 12.4837 45.5538 38.6591 
2483 3 -0.911563 20.3971 10.9723 2.07298 
2484 3 -0.796414 39.3088 17.9464 19.5904 
2485 4 1.65421 46.4779 48.8168 22.7241 
2486 3 -0.834339 44.2825 48.9199 7.45338 
2487 3 -0.835836 3.45457 37.5184 13.5209 
2488 4 1.62559 36.0983 39.2619 11.4869 
2489 3 -0.739463 17.7511 27.4631 13.213 
2490 3 -0.798386 1.99752 11.4814 41.7179 
2491 4 1.5088 14.6175 42.3642 15.0468 
2492 3 -0.716895 24.7574 23.3508 9.03712 
2493 3 -0.761553 41.5366 20.7107 0.303215 
2494 4 1.52384 40.3552 4.432 5.16328 
2495 3 -0.737368 23.8402 48.709 28.1513 
2496 3 -0.800704 45.1563 32.7737 49.1985 
2497 4 1.6275 13.3555 35.8352 25.7639 
2498 3 -0.805702 49.2501 35.0333 42.7008 
2499 3 -0.87066 20.5725 39.1661 22.2595 
2500 4 1.61543 25.4996 46.3187 7.95165 
2501 3 -0.750783 34.7787 25.8083 4.09632 
2502 3 -0.747126 25.0197 34.0121 18.2706 
2503 4 1.50865 44.9022 31.9551 40.6618 
2504 3 -0.86494 20.5354 29.4234 18.3801 
2505 3 -0.85346 45.845 24.6229 1.48817 
2506 4 1.67274 9.42901 1.58499 6.86568 
2507 3 -0.796223 18.7839 49.3762 32.699 
2508 3 -0.860214 0.335104 48.4515 36.0929 
2509 4 1.58353 12.2141 38.638 25.5936 
2510 3 -0.884275 21.0068 14.2694 24.6867 
2511 3 -0.824848 46.3732 41.971 36.6135 
2512 4 1.58306 45.4578 16.3099 12.5803 
2513 3 -0.799395 28.8806 42.0595 40.8941 
2514 3 -0.892401 3.33024 2.88305 28.5858 
2515 4 1.49102 5.67382 24.4691 1.1069 
2516 3 -0.735734 48.7325 5.44858 32.3053 
2517 3 -0.776496 27.0133 33.2786 24.359 
2518 4 1.47516 14.1214 17.1221 31.2289 
2519 3 -0.667981 4.67575 32.9422 27.7062 
2520 3 -0.82221 34.8621 34.1187 49.0956 
2521 4 1.4742 23.7953 4.90468 45.4 
2522 3 -0.8727 48.4884 35.2644 21.0709 
2523 3 -0.827349 39.6885 47.8231 17.863 
2524 4 1.47556 7.34676 15.6593 19.4668 
2525 3 -0.895425 13.1964 4.31906 46.4565 
2526 3 -0.884924 40.2627 37.043 18.8821 
2527 4 1.50654 44.1466 4.8078 33.7256 
2528 3 -0.777276 11.4898 38.7317 11.9263 
2529 3 -0.868181 21.7249 34.3862 5.09137 
2530 4 1.44897 44.9564 19.7703 2.4111 
2531 3 -0.768236 47.0381 8.31745 18.8726 
2532 3 -0.763153 14.7865 42.9799 39.5424 
2533 4 1.60555 4.54498 28.9278 4.50509 
2534 3 -0.752429 26.8138 3.06821 30.0625 
2535 3 -0.806703 44.5998 10.3603 39.9883 
2536 4 1.63587 47.403 22.0253 48.9171 
2537 3 -0.772022 34.6391 37.0855 20.9657 
2538 3 -0.839389 27.357 31.8301 0.328064 
2539 4 1.61158 7.91167 6.76414 48.5579 
2540 3 -0.846116 21.9952 48.5923 26.2851 
2541 3 -0.830371 16.1222 15.6808 37.5125 
2542 4 1.53221 11.7265 26.8737 5.53392 
2543 3 -0.830637 2.02123 24.0203 17.3364 
2544 3 -0.858304 48.49 25.9695 47.5569 
2545 4 1.54253 24.6608 32.8936 30.1341 
2546 3 -0.835559 21.9499 41.393 7.84081 
2547 3 -0.807766 26.6368 25.9554 21.9567 
2548 4 1.58461 46.0524 29.6132 9.52223 
2549 3 -0.76631 23.2214 8.49456 20.7125 
2550 3 -0.817436 9.00995 24.6055 8.936 
2551 4 1.48061 1.66672 8.37182 15.1007 
2552 3 -0.789508 2.99898 29.8098 30.5541 
2553 3 -0.755879 13.3625 20.9374 21.4266 
2554 4 1.57151 13.8867 1.55313 30.1721 
2555 3 -0.798296 24.0167 17.6994 43.2844 
2556 3 -0.738763 10.4529 35.2927 37.4474 
2557 4 1.16881 3.66562 14.1928 39.1853 
2558 3 -0.808758 26.2982 29.3271 2.06674 
2559 3 -0.676347 36.0481 8.86386 44.9647 
2560 4 1.49274 33.1584 23.5159 36.9457 
2561 3 -0.701611 27.8115 18.9426 47.1042 
2562 3 -0.82369 7.64954 46.7195 31.1448 
2563 4 1.63607 33.9426 40.5101 32.3382 
2564 3 -0.862249 18.6206 10.8071 36.4856 
2565 3 -0.784569 22.5145 11.1822 13.0483 
2566 4 1.4171 37.2353 15.3112 15.3017 
2567 3 -0.720979 17.7085 11.4683 20.2736 
2568 3 -0.941008 24.5061 26.6133 44.0884 
2569 4 1.36 8.17427 35.7429 20.3185 
2570 3 -0.875623 4.55568 4.80735 25.5557 
2571 3 -0.829978 9.36598 43.7867 16.1703 
2572 4 1.45339 4.20552 48.8904 48.469 
2573 3 -0.739087 28.5642 21.9744 33.5616 
2574 3 -0.818494 28.657 49.5719 45.0259 
2575 4 1.52124 35.5635 25.2522 16.7868 
2576 3 -0.907605 31.3748 5.46702 28.8901 
2577 3 -0.867582 1.77312 5.66211 8.15767 
2578 4 1.08291 17.8973 15.4017 33.457 
2579 3 -0.838902 46.8407 28.2339 9.63049 
2580 3 -0.838606 5.85963 39.4823 49.1188 
2581 4 1.48038 37.8148 22.6638 1.44878 
2582 3 -0.806683 49.7018 43.6107 14.4768 
2583 3 -0.896546 15.4178 2.38134 16.405 
2584 4 1.3908 4.01327 37.0682 38.0473 
2585 3 -0.81772 12.7888 31.2906 22.2335 
2586 3 -0.817427 47.0304 0.223141 22.8878 
2587 4 1.33442 10.8416 27.0378 45.4419 
2588 3 -0.747506 8.16444 2.15083 1.4849 
2589 3 -0.787808 27.1189 21.5413 24.536 
2590 4 1.45674 2.0579 35.3591 28.8149 
2591 3 -0.763655 19.9813 5.07614 19.8205 
2592 3 -0.755245 30.1735 19.9901 41.8101 
2593 4 1.06185 25.4388 22.5461 44.9971 
2594 3 -0.805995 46.6877 23.0769 21.5107 
2595 3 -0.701887 43.009 1.69718 26.7672 
2596 4 1.48498 21.9094 29.016 19.0026 
2597 3 -0.776623 15.2289 24.6449 15.575 
2598 3 -0.822738 13.6035 33.7211 31.8845 
2599 4 1.71699 0.395037 25.6602 26.7736 
2600 3 -0.773097 25.2766 14.5936 8.06986 
2601 3 -0.783775 15.9717 24.1418 25.336 
2602 4 1.41026 18.4341 48.4404 31.4081 
2603 3 -0.820073 8.97558 32.8563 47.2532 
2604 3 -0.588628 37.838 7.37097 22.1782 
2605 4 1.60231 38.7397 24.8427 31.7564 
2606 3 -0.829083 43.6534 26.5333 4.65559 
2607 3 -0.739683 25.4415 42.64 18.3329 
2608 4 1.23221 21.3216 17.5482 6.18391 
2609 3 -0.746198 46.6141 23.6056 11.9497 
2610 3 -0.898838 32.8384 2.00664 23.8944 
2611 4 1.74489 16.784 29.1958 43.699 
2612 3 -0.684588 33.6592 40.5472 25.1569 
2613 3 -0.765529 31.486 0.709683 0.217199 
2614 4 1.46795 30.7378 39.2423 23.6247 
2615 3 -0.889126 15.1672 48.7838 7.34786 
2616 3 -0.767919 43.0589 26.978 19.0047 
2617 4 1.52442 41.7971 29.6743 44.9273 
2618 3 -0.889105 47.2577 47.9888 23.6961 
2619 3 -0.74868 21.3901 19.9984 22.3924 
2620 4 1.25188 0.713299 42.9055 19.2458 
2621 3 -0.829683 37.0735 32.52 21.3543 
2622 3 -0.779084 16.1421 9.23049 4.27258 
2623 4 1.59062 34.0951 42.5499 39.3572 
2624 3 -0.780841 19.7181 15.4069 3.46304 
2625 3 -0.840472 33.4905 43.6114 10.0646 
2626 4 1.61762 40.7585 1.0872 2.10144 
2627 3 -0.824438 2.04053 22.844 5.84484 
2628 3 -0.808841 3.50965 40.5815 38.5231 
2629 4 1.16749 5.61311 41.1385 42.2477 
2630 3 -0.848978 10.6109 1.43248 5.83943 
2631 3 -0.664145 0.475945 47.8684 32.0361 
2632 4 1.51122 46.2126 15.5662 17.4929 
2633 3 -0.837171 32.3841 12.765 46.836 
2634 3 -0.731439 37.1065 47.3045 37.8733 
2635 4 1.19427 26.2315 36.8712 36.9315 
2636 3 -0.723563 14.1135 18.5631 20.1946 
2637 3 -0.8154 14.6049 37.0513 37.5698 
2638 4 1.59338 27.525 7.28609 9.48096 
2639 3 -0.687714 13.5376 9.87358 39.2319 
2640 3 -0.81022 14.6028 8.41564 6.66451 
2641 4 1.38207 4.42903 18.8201 20.8062 
2642 3 -0.812123 43.8213 6.3658 30.7238 
2643 3 -0.826053 38.2408 2.64767 12.3816 
2644 4 1.64583 24.2218 42.7377 4.57715 
2645 3 -0.755233 22.5688 30.2823 22.2606 
2646 3 -0.790026 32.8574 38.994 17.3918 
2647 4 1.57083 18.6295 3.0776 4.85746 
2648 3 -0.851251 42.6345 5.96883 19.6258 
2649 3 -0.805992 11.4404 13.3024 8.12345 
2650 4 1.7426 8.4631 20.6655 42.2872 
2651 3 -0.823632 6.51389 38.6846 6.76956 
2652 3 -0.723639 32.1299 0.180237 15.222 
2653 4 1.5146 8.33255 47.3968 2.07053 
2654 3 -0.796904 19.4184 49.4959 40.2714 
2655 3 -0.868319 0.180996 29.0458 23.0533 
2656 4 1.65491 7.59422 10.4562 26.0244 
2657 3 -0.9712 10.612 42.3562 46.3382 
2658 3 -0.768788 38.5741 25.6807 27.8918 
2659 4 1.17573 1.87283 13.5983 31.9566 
2660 3 -0.810858 33.5935 21.0108 10.4749 
2661 3 -0.706175 31.4897 9.87797 41.914 
2662 4 1.45472 42.9569 6.49054 25.5946 
2663 3 -0.83435 42.8045 30.0923 2.66286 
2664 3 -0.726275 39.1428 3.41372 5.1929 
2665 4 1.47271 19.6201 45.2252 40.6806 
2666 3 -0.798381 25.3476 4.73874 45.822 
2667 3 -0.830805 13.4072 27.9482 39.5349 
2668 4 1.55623 28.0857 42.4183 6.42301 
2669 3 -0.827427 3.6604 20.1036 21.1711 
2670 3 -0.834156 1.24803 7.19077 3.23196 
2671 4 1.43131 33.9982 13.329 33.0057 
2672 3 -0.795478 2.14069 31.3126 5.21051 
2673 3 -0.629172 22.8405 30.8231 9.11609 
2674 4 1.45553 30.5737 16.1636 9.43429 
2675 3 -0.712578 5.8103 29.0939 14.7118 
2676 3 -0.882291 2.66643 28.7737 20.6137 
2677 4 1.39833 38.3201 43.8883 27.3807 
2678 3 -0.813162 39.5442 26.0468 12.8918 
2679 3 -0.913831 30.9456 30.4866 48.9932 
2680 4 1.33916 11.4512 7.4933 10.6098 
2681 3 -0.853668 3.12171 26.2297 48.8208 
2682 3 -0.803015 0.518775 28.8507 30.7892 
2683 4 1.73942 17.3404 23.643 12.3801 
2684 3 -0.845061 20.7512 43.3405 24.5587 
2685 3 -0.705302 26.3168 35.8045 47.7327 
2686 4 1.54695 28.3575 25.9475 18.4333 
2687 3 -0.904303 25.5389 31.2264 41.5772 
2688 3 -0.823643 3.85249 27.0174 21.9531 
2689 4 1.47561 18.4626 9.41448 7.66955 
2690 3 -0.787872 36.1896 4.88336 4.53288 
2691 3 -0.826378 23.334 13.304 25.3991 
2692 4 1.6381 35.8337 15.51 12.5609 
2693 3 -0.681139 29.5247 48.5031 25.2007 
2694 3 -0.82905 39.2159 33.8439 21.686 
2695 4 1.50779 45.9482 43.3774 36.0596 
2696 3 -0.773248 10.5939 25.0222 38.629 
2697 3 -0.833888 33.7369 35.857 3.66117 
2698 4 1.47593 8.13407 4.15265 19.3078 
2699 3 -0.838221 47.1062 25.8068 49.6892 
2700 3 -0.768518 21.8511 30.9568 28.4417 
2701 4 1.46825 17.3731 32.8731 27.7924 
2702 3 -0.651197 44.1095 48.6046 35.1844 
2703 3 -0.795609 17.4856 48.7039 45.5455 
2704 4 1.456 5.63669 33.5092 32.1813 
2705 3 -0.719017 32.9893 14.4583 32.2874 
2706 3 -0.772506 29.9311 17.1115 29.2266 
2707 4 1.63491 27.8311 21.1836 39.3038 
2708 3 -0.706858 46.3384 45.545 29.5917 
2709 3 -0.88434 11.3215 34.4272 45.6589 
2710 4 1.58727 26.0706 30.4448 18.2965 
2711 3 -0.796802 17.0281 41.8455 44.6797 
2712 3 -0.720299 16.4635 46.0517 19.9428 
2713 4 1.40171 13.0294 39.644 3.96491 
2714 3 -0.788264 0.102268 31.3805 13.9853 
2715 3 -0.760054 19.6493 27.3786 24.33 
2716 4 1.58351 20.9185 14.7822 28.1851 
2717 3 -0.661204 4.76977 16.5653 48.6992 
2718 3 -0.812564 1.31519 21.6337 3.71149 
2719 4 1.63052 16.0943 22.1919 10.039 
2720 3 -0.581181 16.5972 8.08291 19.9533 
2721 3 -0.788518 40.7573 12.0296 11.2779 
2722 4 1.70683 38.3985 6.45893 42.5607 
2723 3 -0.695137 7.43008 7.31484 39.1325 
2724 3 -0.824151 40.9119 13.2082 36.0588 
2725 4 1.55524 3.42778 35.7192 9.10198 
2726 3 -0.867004 48.6367 28.2222 29.2931 
2727 3 -0.889741 36.7588 4.44699 20.0787 
2728 4 1.34798 27.499 31.6454 46.4434 
2729 3 -0.76599 41.8026 34.6733 3.52699 
2730 3 -0.77134 49.5438 48.004 45.2213 
2731 4 1.59556 19.5119 6.65217 8.47074 
2732 3 -0.834352 38.2896 32.4513 32.348 
2733 3 -0.734422 43.6036 15.2912 32.2643 
2734 4 1.50554 9.81622 33.1963 8.69997 
2735 3 -0.827654 34.7414 12.5632 14.6444 
2736 3 -0.742129 38.9479 39.1296 39.2713 
2737 4 1.53117 4.42858 17.7956 15.3662 
2738 3 -0.79624 39.9923 36.2285 26.422 
2739 3 -0.770987 10.6127 14.1361 21.9038 
2740 4 1.48962 6.67165 44.3859 27.4579 
2741 3 -0.782159 43.0191 33.5583 0.415188 
2742 3 -0.843609 3.61835 47.5368 16.1012 
2743 4 1.35173 49.8177 38.8309 28.3993 
2744 3 -0.816775 46.4157 35.6978 30.8283 
2745 3 -0.731577 37.9534 8.17 39.0719 
2746 4 1.46955 47.3626 3.08086 36.7391 
2747 3 -0.785062 36.1571 10.5735 10.0429 
2748 3 -0.810338 33.3907 2.3337 0.19499 
2749 4 1.63046 37.7175 13.7686 28.7856 
2750 3 -0.794613 48.0101 2.47855 22.1399 
2751 3 -0.846012 35.5445 21.2594 44.3758 
2752 4 1.49042 1.67394 29.7363 19.8162 
2753 3 -0.857055 7.15413 14.2655 6.6539 
2754 3 -0.826974 40.1658 40.4688 6.47275 
2755 4 1.39034 2.32574 41.2565 3.18787 
2756 3 -0.877005 35.3456 46.1574 5.53355 
2757 3 -0.800294 37.3066 33.2983 1.49397 
2758 4 1.27322 39.7484 31.9601 48.4466 
2759 3 -0.864358 27.3619 26.4866 25.9676 
2760 3 -0.791909 4.43102 44.6113 33.3134 
2761 4 1.4913 29.4813 17.2223 5.3202 
2762 3 -0.774041 12.5052 21.4679 23.7555 
2763 3 -0.80651 23.3214 39.06 15.8313 
2764 4 1.44582 13.8763 16.2794 45.056 
2765 3 -0.879408 44.9935 2.01366 31.6138 
2766 3 -0.858896 38.8876 12.019 47.7673 
2767 4 1.68253 40.9386 32.1546 43.4298 
2768 3 -0.854897 24.4524 16.734 21.9505 
2769 3 -0.853628 27.4153 29.1593 14.392 
2770 4 1.44084 34.7579 14.2097 18.5242 
2771 3 -0.850138 49.7675 39.1518 34.3524 
2772 3 -0.753193 17.4978 12.7443 22.4183 
2773 4 1.53704 46.5509 4.72226 9.67042 
2774 3 -0.81581 19.4336 6.47256 36.6757 
2775 3 -0.860864 13.2048 21.8811 36.5473 
2776 4 1.52156 33.267 35.6521 37.9507 
2777 3 -0.813922 11.2003 17.2699 18.0857 
2778 3 -0.765845 30.6648 15.774 43.4047 
2779 4 1.4191 13.3494 43.3352 23.2448 
2780 3 -0.798955 34.8621 29.6748 30.9184 
2781 3 -0.807463 48.1702 31.1442 25.4635 
2782 4 1.34563 24.803 35.4337 2.95815 
2783 3 -0.788789 44.5886 16.9852 13.6242 
2784 3 -0.655951 32.3596 41.001 44.3961 
2785 4 1.69494 20.9519 36.5148 31.1464 
2786 3 -0.74676 44.7482 40.7807 44.4587 
2787 3 -0.800611 26.7443 3.28014 18.9693 
2788 4 1.59982 2.08325 44.7086 17.2176 
2789 3 -0.80192 22.5302 14.1073 31.0533 
2790 3 -0.783726 38.8974 9.54531 41.1098 
2791 4 1.57282 27.7173 0.258175 28.5691 
2792 3 -0.726686 39.3276 46.8879 9.58243 
2793 3 -0.818263 13.5858 45.4505 45.7894 
2794 4 1.60929 40.1818 21.0469 23.6983 
2795 3 -0.749993 27.7601 19.888 8.7147 
2796 3 -0.844596 33.3702 22.5639 25.118 
2797 4 1.5443 25.5787 39.06 18.6161 
2798 3 -0.663818 25.3615 21.2796 20.1497 
2799 3 -0.775969 49.8821 43.9414 34.1694 
2800 4 1.64045 19.6198 43.4937 2.19958 
2801 3 -0.730792 24.7074 48.6913 17.7056 
2802 3 -0.870173 27.4038 4.38785 28.326 
2803 4 1.18149 42.7909 25.5692 14.6282 
2804 3 -0.869913 25.266 1.33531 14.4949 
2805 3 -0.713373 31.4336 8.10319 26.7166 
2806 4 1.53219 1.31844 1.98428 20.9495 
2807 3 -0.798199 17.9129 15.6135 35.7107 
2808 3 -0.832916 1.58689 26.0292 43.9991 
2809 4 1.58068 20.026 35.3658 18.5685 
2810 3 -0.861661 38.8655 43.9771 3.48412 
2811 3 -0.792514 17.9925 15.747 19.2143 
2812 4 1.38696 12.7047 9.46987 48.2607 
2813 3 -0.804762 20.2957 12.4096 13.3981 
2814 3 -0.74948 1.93808 17.5484 49.2288 
2815 4 1.64363 3.47112 6.31507 38.2259 
2816 3 -0.724873 34.1364 6.83653 34.3106 
2817 3 -0.828898 5.4519 16.9608 16.1998 
2818 4 1.49497 46.8202 10.2155 3.57835 
2819 3 -0.865624 13.1643 9.11012 19.5203 
2820 3 -0.823879 36.4757 49.9852 3.87425 
2821 4 1.57554 24.9945 26.6451 37.6279 
2822 3 -0.859716 19.1866 34.7027 19.753 
2823 3 -0.819416 45.7505 41.163 2.18773 
2824 4 1.38878 36.3348 0.251453 10.4612 
2825 3 -0.77196 48.5363 41.2305 30.0277 
2826 3 -0.785531 42.5889 11.3849 27.9812 
2827 4 1.31662 26.425 18.5146 0.746658 
2828 3 -0.681874 31.8579 17.2311 13.325 
2829 3 -0.781364 15.7435 44.7886 48.0757 
2830 4 1.52155 4.7992 48.7981 35.5173 
2831 3 -0.836442 39.5322 37.3142 16.5251 
2832 3 -0.830032 26.0485 45.3115 35.1524 
2833 4 1.06113 42.9955 36.5878 40.4027 
2834 3 -0.871971 34.7928 1.60936 40.8467 
2835 3 -0.831008 24.3678 47.1574 7.31606 
2836 4 1.64501 44.7216 35.7889 27.5696 
2837 3 -0.82838 37.0433 35.9833 33.5205 
2838 3 -0.910959 4.53756 38.5251 44.7014 
2839 4 1.36301 11.1865 36.5449 36.7707 
2840 3 -0.748593 34.5368 41.504 47.8754 
2841 3 -0.853583 3.72801 22.5537 4.17618 
2842 4 1.5705 7.40678 14.7028 23.1771 
2843 3 -0.789829 8.5729 32.8903 1.78304 
2844 3 -0.846279 7.15994 11.304 36.5248 
2845 4 1.53248 9.61428 33.1566 21.5885 
2846 3 -0.817755 15.2248 15.4811 13.7848 
2847 3 -0.798477 45.3508 12.5655 40.828 
2848 4 1.58104 10.2764 24.3887 15.7492 
2849 3 -0.811933 13.5792 30.827 26.8902 
2850 3 -0.833582 3.71684 17.6315 21.6341 
2851 4 1.274 29.4159 20.5892 43.073 
2852 3 -0.827991 31.8963 47.5026 9.85037 
2853 3 -0.793264 49.1601 40.9782 36.0025 
2854 4 1.44568 46.9361 31.8492 24.8052 
2855 3 -0.642779 23.402 33.5872 27.19 
2856 3 -0.716261 25.3411 26.9803 34.1719 
2857 4 1.51322 18.023 34.3204 20.7113 
2858 3 -0.854456 43.5863 26.9585 32.8921 
2859 3 -0.790971 8.29573 8.39006 9.74139 
2860 4 1.69303 42.0071 21.1532 38.9258 
2861 3 -0.968148 46.5183 17.768 32.0579 
2862 3 -0.741248 25.5489 38.9676 33.1793 
2863 4 1.51503 8.54674 17.3107 4.1337 
2864 3 -0.691459 40.6642 28.5505 44.7936 
2865 3 -0.794385 23.2889 35.016 22.5022 
2866 4 1.47751 23.3388 12.7284 21.8215 
2867 3 -0.744125 5.06994 36.6634 26.1029 
2868 3 -0.746254 47.9512 11.9472 40.5125 
2869 4 1.46827 32.0803 2.06319 45.6431 
2870 3 -0.794789 47.4066 40.9018 26.8849 
2871 3 -0.746295 19.1426 4.57867 12.5053 
2872 4 1.47163 37.339 15.8479 3.80971 
2873 3 -0.718699 11.7075 34.1319 33.6468 
2874 3 -0.749454 0.14051 38.768 1.68011 
2875 4 1.55999 39.8881 17.4376 3.19111 
2876 3 -0.717834 38.5457 48.3674 3.36362 
2877 3 -0.821099 5.82872 2.50184 28.8519 
2878 4 1.16551 24.8722 27.4238 8.51688 
2879 3 -0.734316 14.0667 33.5951 13.1327 
2880 3 -0.879233 32.9905 49.0075 29.4581 
2881 4 1.48801 10.1639 25.1083 34.5923 
2882 3 -0.70802 46.6445 2.41419 47.4444 
2883 3 -0.86035 27.2015 43.4635 5.66069 
2884 4 1.4898 26.6744 41.8871 17.7633 
2885 3 -0.686689 18.6709 14.365 32.0851 
2886 3 -0.81532 41.5907 8.73653 34.7114 
2887 4 1.54141 41.9701 12.3622 20.5143 
2888 3 -0.794015 8.74005 48.9253 48.472 
2889 3 -0.694484 38.9723 48.6461 7.83359 
2890 4 1.51417 29.3852 13.3779 9.63604 
2891 3 -0.819124 4.97266 2.37493 19.0032 
2892 3 -0.843213 0.642928 23.8313 42.6623 
2893 4 1.62383 36.3345 10.0725 17.0605 
2894 3 -0.791987 30.7852 42.656 48.5082 
2895 3 -0.826238 14.6542 11.0229 33.8144 
2896 4 1.34892 9.48678 4.18603 8.56653 
2897 3 -0.854564 44.445 6.17745 7.01199 
2898 3 -0.745293 14.7869 29.0417 30.546 
2899 4 1.40395 13.424 30.8956 47.3304 
2900 3 -0.772389 23.4229 27.7354 4.28189 
2901 3 -0.693649 14.7274 23.4206 34.3764 
2902 4 1.6356 8.72924 27.6132 33.3484 
2903 3 -0.727714 16.476 3.34615 27.8828 
2904 3 -0.867681 14.9306 49.4565 3.60373 
2905 4 1.67169 46.9984 39.5564 27.3725 
2906 3 -0.839722 34.6247 22.3605 13.9582 
2907 3 -0.847794 19.8338 35.6728 27.1838 
2908 4 1.49917 7.94777 17.3997 33.5114 
2909 3 -0.832939 30.719 46.4124 35.7509 
2910 3 -0.874478 48.3913 7.69983 5.2009 
