
 516 atoms

7 atom types

  0 25 xlo xhi
  0 25 ylo yhi
  0 25 zlo zhi
  
Masses

1 12.01
2 15.9994
3 14.01
4 1.01  
5 12.01 
6 15.9994
7 1.01

Atoms

1	1	1	0	11.403	21.816	11.541
2	1	1	0	11.869	20.484	11.746
3	1	1	0	13.26	20.216	11.657
4	1	1	0	12.337	22.887	11.434
5	1	1	0	13.716	22.589	11.293
6	1	1	0	14.149	21.263	11.394
7	1	3	0	10.993	19.485	12.048
8	1	3	0	11.913	24.181	11.498
9	1	1	0	13.843	18.823	11.799
10	1	1	0	14.774	23.656	11.087
11	1	1	0	15.226	24.244	12.422
12	1	1	0	13.694	18.031	10.503
13	1	1	0	9.916	22.089	11.409
14	1	4	0	15.211	21.046	11.3
15	1	7	0	11.28	18.484	12.148
16	1	7	0	9.983	19.661	12.261
17	1	4	0	13.378	18.276	12.65
18	1	4	0	14.928	18.877	12.051
19	1	7	0	10.925	24.442	11.729
20	1	7	0	12.561	24.999	11.418
21	1	4	0	14.41	24.458	10.408
22	1	4	0	15.665	23.222	10.576
23	1	4	0	9.389	21.246	10.91
24	1	4	0	9.715	22.951	10.735
25	1	4	0	9.471	22.278	12.411
26	1	4	0	14.23	18.547	9.675
27	1	4	0	12.621	17.919	10.228
28	1	4	0	14.134	17.016	10.635
29	1	4	0	15.996	25.028	12.241
30	1	4	0	15.67	23.448	13.06
31	1	4	0	14.368	24.706	12.962
32	2	1	0	6.009	6.531	7.201
33	2	1	0	5.21	7.706	7.078
34	2	1	0	3.952	7.623	6.426
35	2	1	0	5.468	5.263	6.84
36	2	1	0	4.234	5.212	6.142
37	2	1	0	3.508	6.39	5.938
38	2	3	0	5.638	8.889	7.601
39	2	3	0	6.112	4.114	7.188
40	2	1	0	3.061	8.828	6.194
41	2	1	0	3.622	3.918	5.642
42	2	1	0	2.817	3.231	6.743
43	2	1	0	3.535	9.638	4.991
44	2	1	0	7.443	6.634	7.687
45	2	4	0	2.556	6.338	5.416
46	2	7	0	5.115	9.788	7.484
47	2	7	0	6.488	8.967	8.207
48	2	4	0	3.007	9.47	7.102
49	2	4	0	2.01	8.507	6.006
50	2	7	0	6.954	4.104	7.811
51	2	7	0	5.756	3.161	6.94
52	2	4	0	4.4	    3.232	5.24
53	2	4	0	2.939	4.12	4.784
54	2	4	0	7.919	7.583	7.356
55	2	4	0	8.088	5.851	7.232
56	2	4	0	7.476	6.557	8.797
57	2	4	0	3.511	9.008	4.072
58	2	4	0	4.572	10.012	5.147
59	2	4	0	2.862	10.512	4.841
60	2	4	0	2.385	2.282	6.351
61	2	4	0	1.985	3.891	7.078
62	2	4	0	3.465	2.993	7.617
63	3	1	0	18.87	16.918	22.077
64	3	1	0	18.924	18.318	21.809
65	3	1	0	20.026	18.843	21.085
66	3	1	0	19.814	16.042	21.467
67	3	1	0	20.934	16.593	20.795
68	3	1	0	21.025	17.978	20.628
69	3	3	0	17.916	19.138	22.221
70	3	3	0	19.625	14.693	21.502
71	3	1	0	20.199	20.323	20.804
72	3	1	0	22.034	15.742	20.19
73	3	1	0	21.655	15.273	18.787
74	3	1	0	20.762	21.05	22.022
75	3	1	0	17.83	16.366	23.034
76	3	4	0	21.881	18.39	20.097
77	3	7	0	17.94	20.177	22.099
78	3	7	0	17.023	18.778	22.632
79	3	4	0	19.241	20.787	20.478
80	3	4	0	20.899	20.48	19.95
81	3	7	0	18.75	14.253	21.874
82	3	7	0	20.294	14.01	21.074
83	3	4	0	22.277	14.873	20.841
84	3	4	0	22.981	16.327	20.119
85	3	4	0	17.605	17.086	23.851
86	3	4	0	18.204	15.471	23.576
87	3	4	0	16.898	16.115	22.48
88	3	4	0	21.758	20.63	22.292
89	3	4	0	20.078	20.952	22.895
90	3	4	0	20.884	22.132	21.786
91	3	4	0	22.476	14.647	18.37
92	3	4	0	21.501	16.15	18.119
93	3	4	0	20.721	14.667	18.811
94	4	1	0	9.813	10.122	19.191
95	4	1	0	10.246	10.506	20.494
96	4	1	0	10.038	11.842	20.928
97	4	1	0	9.021	11.016	18.414
98	4	1	0	8.873	12.359	18.843
99	4	1	0	9.393	12.748	20.081
100	4	3	0	10.83	9.596	21.324
101	4	3	0	8.388	10.577	17.289
102	4	1	0	10.517	12.357	22.271
103	4	1	0	8.121	13.403	18.04
104	4	1	0	6.622	13.34	18.326
105	4	1	0	12.005	12.693	22.231
106	4	1	0	10.22	8.776	18.62
107	4	4	0	9.26	13.777	20.408
108	4	7	0	11.216	9.845	22.264
109	4	7	0	10.877	8.574	21.101
110	4	4	0	10.3	11.628	23.083
111	4	4	0	9.959	13.28	22.557
112	4	7	0	8.366	9.567	17.01
113	4	7	0	7.801	11.197	16.684
114	4	4	0	8.317	13.293	16.951
115	4	4	0	8.484	14.426	18.3
116	4	4	0	11.233	8.475	18.968
117	4	4	0	10.33	8.815	17.514
118	4	4	0	9.474	8	    18.902
119	4	4	0	12.199	13.481	21.468
120	4	4	0	12.609	11.791	21.983
121	4	4	0	12.327	13.073	23.227
122	4	4	0	6.095	14.112	17.721
123	4	4	0	6.43	13.54	19.405
124	4	4	0	6.211	12.339	18.064
125	5	1	0	6.392	16.304	8.167
126	5	1	0	7.379	15.322	8.293
127	5	1	0	8.595	15.601	8.958
128	5	1	0	8.796	16.91	9.451
129	5	1	0	7.806	17.887	9.322
130	5	1	0	6.595	17.583	8.693
131	5	2	0	5.598	18.581	8.545
132	5	1	0	4.722	18.511	9.699
133	5	1	0	3.64	19.587	9.56
134	5	5	0	2.576	19.442	10.217
135	5	6	0	2.479	19.095	8.768
136	5	1	0	9.725	14.563	9.105
137	5	1	0	10.208	14.536	10.568
138	5	1	0	9.256	14.411	11.605
139	5	1	0	9.652	14.359	12.943
140	5	1	0	11.009	14.402	13.277
141	5	1	0	11.967	14.516	12.265
142	5	1	0	11.576	14.57	10.924
143	5	2	0	11.409	14.37	14.638
