# Fix print output for fix 30
1000,-27645.4164984767,226.870385116313,296.149076799258,375.186510549444,0.182623190496415
2000,-27709.8097896894,265.549818352905,346.639926181219,1298.09997343798,0.182623190496415
3000,-27693.0141488906,221.48985624986,289.1255128569,-1887.24634205677,0.182623190496415
4000,-27724.7204341543,232.456843231815,303.441453953886,-4474.21820872363,0.182623190496415
5000,-27718.9637474961,225.016904060925,293.729604098418,-1273.44955344007,0.182623190496415
6000,-27716.1347542317,221.965976099988,289.747023919215,-1070.59651535631,0.182623190496415
7000,-27730.6072514869,232.650221137279,303.693883058492,1376.30063411291,0.182623190496415
8000,-27749.3675099393,235.297433365506,307.149466109048,-1347.98249010027,0.182623190496415
9000,-27738.4467645536,232.17149944582,303.068975638791,1168.60813766088,0.182623190496415
10000,-27714.1922193834,226.064769155764,295.097452441813,-800.624634677977,0.182623190496415
11000,-27714.932082197,219.366463578971,286.353706484536,-2411.56276424627,0.182623190496415
12000,-27699.499968127,217.094472095311,283.387924150113,-3513.940920203,0.182623190496415
13000,-27721.0030639846,234.521274465803,306.136294021917,213.489836353063,0.182623190496415
14000,-27728.2558316864,227.420555774233,296.867251330243,-852.778249730772,0.182623190496415
15000,-27739.307481948,238.290079403978,311.055966999528,-779.487285328224,0.182623190496415
16000,-27710.1236400375,228.838683682437,298.718428470804,-712.689173715046,0.182623190496415
17000,-27729.6593093744,231.81544705571,302.604196656867,5696.44768156578,0.182623190496415
18000,-27736.9719658879,217.107778021658,283.405293265089,1312.17484745889,0.182623190496415
19000,-27728.5253315331,231.467434685873,302.149912850767,1681.08250659616,0.182623190496415
20000,-27759.9491341055,241.90813226547,315.778853215781,1858.50704201423,0.182623190496415
21000,-27734.7165626339,228.431075904149,298.186350794935,-1090.57481840336,0.182623190496415
22000,-27733.9643356459,227.96474261129,297.57761477992,1657.2545617256,0.182623190496415
23000,-27735.5906121808,223.789238976907,292.127050812037,-834.503490266876,0.182623190496415
24000,-27735.7469427442,229.590609460546,299.699967444674,1561.86242335077,0.182623190496415
25000,-27727.4790721642,210.833362193158,275.214878927351,-787.045519573775,0.182623190496415
26000,-27757.2959698441,235.804512883729,307.811390895347,905.084571901832,0.182623190496415
27000,-27759.2553973444,235.142004413599,306.946574309876,-318.630148086726,0.182623190496415
28000,-27758.7155309945,243.039888684863,317.256210512076,-1882.10460296787,0.182623190496415
29000,-27744.9440381321,232.054253986775,302.915927304884,826.393509506546,0.182623190496415
30000,-27741.3068368746,228.253635392386,297.954725835519,243.131251940017,0.182623190496415
31000,-27760.768384301,227.507887594426,296.981251392049,544.614680902096,0.182623190496415
32000,-27748.8633685865,223.964617256891,292.355983802481,-1125.22870764982,0.182623190496415
33000,-27750.1140942507,235.913515878178,307.953679789324,-811.385284081169,0.182623190496415
34000,-27748.5643698929,232.972810584695,304.114980624789,1953.8622775276,0.182623190496415
35000,-27729.9687293081,232.676546672417,303.728247539001,-452.171939707775,0.182623190496415
36000,-27730.9734148987,226.921758813552,296.216138319877,-243.432244041095,0.182623190496415
37000,-27740.4119670572,230.478830348456,300.859421534786,-1140.13411554345,0.182623190496415
38000,-27728.0016369419,232.436766924329,303.415247007904,250.215667348644,0.182623190496415
39000,-27748.7343618312,239.743907115856,312.953745479858,1076.30886880715,0.182623190496415
40000,-27730.3438986014,234.271935867362,305.81081568458,2302.71905910763,0.182623190496415
41000,-27734.1792083231,234.545975745012,306.168538252603,-468.156505865328,0.182623190496415
42000,-27764.3796888393,251.434834132028,328.214693888756,-1137.74134841961,0.182623190496415
43000,-27714.3318788728,220.80422762472,288.230515987837,-3258.87884049898,0.182623190496415
44000,-27708.4347249491,227.301258615843,296.711524776052,2425.49212639405,0.182623190496415
45000,-27712.1287930063,229.139580411193,299.11120908158,1034.80688060437,0.182623190496415
46000,-27728.8642148192,233.901973173306,305.327878653205,-515.956113293066,0.182623190496415
47000,-27734.4695067244,232.043135193384,302.901413200735,-55.6588898910534,0.182623190496415
48000,-27747.9279397747,235.417014257703,307.305563039941,1308.94652263566,0.182623190496415
49000,-27730.506021936,227.436507432893,296.888074096436,1967.1547304727,0.182623190496415
50000,-27732.8419796546,215.82524929818,281.731122803256,-2492.46578124095,0.182623190496415
51000,-27741.2097855608,225.173354378267,293.933829154157,-1114.61341893099,0.182623190496415
52000,-27716.617061515,222.890903761368,290.954393814071,968.256315656195,0.182623190496415
53000,-27762.5341390016,236.951554988775,309.308701618758,-386.040156887065,0.182623190496415
54000,-27732.3925186156,216.745799242726,282.932778171739,-1874.27738281592,0.182623190496415
55000,-27722.6964584886,222.445928165933,290.373537428964,295.390831870113,0.182623190496415
56000,-27721.1796859469,223.179988152688,291.331754991302,989.830633139071,0.182623190496415
57000,-27725.6635289304,225.382546999216,294.206902263878,-842.95721573452,0.182623190496415
58000,-27747.0350956467,230.89432889814,301.401799561947,-1669.29047950827,0.182623190496415
59000,-27738.0947245645,231.516206416889,302.213577850969,1896.52990809871,0.182623190496415
60000,-27730.4644304647,229.611349453766,299.727040744003,1429.76998929205,0.182623190496415
61000,-27707.968476895,223.473843999194,291.715344667893,-839.515153673778,0.182623190496415
62000,-27729.9125322761,229.776017249203,299.941992623122,-225.401221067435,0.182623190496415
63000,-27721.7657851625,223.086125453735,291.209229736952,496.132671903474,0.182623190496415
64000,-27725.4337317415,222.06393024824,289.874890015791,-2107.38715039858,0.182623190496415
65000,-27734.7228912977,222.228464636158,290.089667749158,-1480.33354906726,0.182623190496415
66000,-27734.9285312413,226.351682684145,295.471979846559,-4534.04040098236,0.182623190496415
